attorney:0.820451,lawyers:0.751309,laywer:0.744219,solicitor:0.686413,attorneys:0.672029,Lawyer:0.666306,counsel:0.649646,litigator:0.640083,barrister:0.627913,attorny:0.621917,prosecutor:0.604185,cocounsel:0.594142,Lawyers:0.583770,Nick_Brustin:0.581247,attorney_Stephen_Houze:0.581122,David_Midanik:0.571828,Richard_Preira:0.568621,Andrew_Bradie:0.559410,Andrew_Levander:0.555858,attornies:0.554644,attorney_Gerald_Lefcourt:0.553971,Alan_Lenczner:0.550287,Solicitor:0.549228,Noell_Tin:0.544578,Jeff_Gindin:0.544461,Hersh_Wolch:0.544153,lawyer_Jeffrey_Denner:0.543190,Attorney:0.543011,Terence_Kindlon:0.540135,Harold_Gurewitz:0.539846,attorney_Abbe_Lowell:0.539298,lawyer_Abbe_Lowell:0.539297,lawfirm:0.537332,attorney_Demetrius_Fannick:0.536914,Reuben_Liddell:0.536827,attorney_Greg_Skordas:0.536203,attorney_Barry_Beroset:0.533437,Terry_MacFadyen:0.532481,Jan_Handzlik:0.532245,Alan_Libman:0.532057,John_Richilano:0.531202,lawer:0.531067,John_Elash:0.530866,Stuart_Grieve_QC:0.530825,David_Ruhnke:0.530366,Neil_Rockind:0.528692,lawyer_Gary_Naftalis:0.528237,lawyer_Rebecca_Snukal:0.527133,OC_Kaligis:0.526947,lawyer_Peter_Brauti:0.526678,Michael_Nasatir:0.525788,Attorneys:0.525584,Charles_Peruto_Jr.:0.525158,attorney_Ralph_Capitelli:0.525099,Marie_Henein:0.524509,Mark_Marein:0.524263,torney:0.524182,lawyer_Sabrina_Shroff:0.523682,Fred_Heblich:0.523419,lawyer_Rob_Stary:0.523277,Yavar_Hameed:0.523195,P._Hoose:0.523097,attorneys_Pamela_Mackey:0.522562,Koskie_Minsky:0.522499,attorney_Stephen_Komie:0.522368,Chris_Fialko:0.521961,Jeff_Deagle:0.521851,lawyer_Hersh_Wolch:0.521733,Larry_Zukerman:0.521526,Ronald_Fischetti:0.521423,Byron_Hileman:0.521407,Rajiv_Persad:0.521087,lawyer_Khurrum_Wahid:0.519890,attorney_Terence_Kindlon:0.519242,Lawrence_Lustberg:0.519048,attorney_Nino_Tinari:0.518848,Stephen_Turano:0.518678,attorney_Bob_Wicoff:0.517621,lawyer_Chris_Comeskey:0.517165,Jeff_Buckels:0.516673,lawyer_Subhas_Anandan:0.516604,superlawyer:0.516474,Paul_Luvera:0.516196,Michael_Salnick:0.516141,attorney_Brian_Legghio:0.515784,Dwight_Danser:0.515717,articling_student:0.515623,Doug_Taffs:0.515532,Mitchell_Ribitwer:0.515473,Gary_Clewley:0.515087,Woodberry_Bowen:0.514777,Abbe_Lowell:0.514695,D._Kent_Safriet:0.514527,Laywer:0.514496,Kobie_Flowers:0.514367,attorney_Margaret_Jansch:0.513978,Stephen_Colafella:0.513879,attorney_Henry_Klingeman:0.513715,lawyer_Alain_Hepner:0.513513,Soshnick:0.513420,Martin_Schmukler:0.513280,Marlys_Edwardh:0.513203,lawyer_Curtis_Doebbler:0.512951,Harold_Lichten:0.512925,David_Steingold:0.512684,Hamalengwa:0.512637,Frank_Nocito:0.512507,Barry_Tarlow:0.512154,James_Broccoletti:0.511882,Cotsirilos:0.511673,lawyer_Henry_Klingeman:0.511431,attorney_Dick_Harpootlian:0.511018,Kevin_Luibrand:0.510882,attorney_Javier_Armengau:0.510767,Dale_Kelberman:0.509513,Corker_Binning:0.509493,lawyer_Marie_Henein:0.509306,attorney_Gerald_Krovatin:0.509021,attorney_Dee_Wampler:0.508580,Robert_J._Donatoni:0.508281,attorney_Joseph_Krowski:0.508120,Kingsley_Napley:0.508074,Giles_Surman:0.507746,Prosecuter:0.507507,Ephraim_Savitt:0.507480,Angelo_Calfo:0.507455,Ochieng_Oduol:0.507241,Gary_Asteak:0.507213,Beth_DeMerchant:0.507107,judge:0.506983,Lyann_Goudie:0.506492,attorney_Terry_Ekl:0.505824,attorney_Kevin_Luibrand:0.505762,Gregory_Skordas:0.505606,Barry_Helfand:0.505507,lawyer_Rocco_Galati:0.504616,James_Merberg:0.504517,lawyer_Joshua_Dratel:0.504329,attorney_TR_Paulding:0.504001,Berger_Singerman:0.503980,Robert_Gorence:0.503939,lawyer_Sigfrid_Fortun:0.503826,Mark_Trowell_QC:0.503789,attorney_Ron_Yengich:0.503685,Englehart_QC:0.503190,Deputy_Public_Defender:0.503158,Assistant_Public_Defender:0.503076,Dee_Wampler:0.503032,attorney_Joseph_Tacopina:0.502829,representing_Suzanne_Hinn:0.502599,lawyer_Leif_Silbersky:0.502275,Jeffrey_Morganroth:0.502258,lawyer_Adriano_Iovinelli:0.502256,lawyer_Edward_Sapiano:0.501533,lawyer_Adam_Houda:0.501406,lawyer_Igor_Trunov:0.501402,Dolores_Troiani:0.501084,Roman_Silberfeld:0.500754,accountant:0.500125,attor_ney:0.500090,Patrick_Blegen:0.500082,Jon_Hopeman:0.499850,lawyer_Daniel_Meachum:0.499793,attorney_Leslie_Ballin:0.499763,Stephan_Schick:0.499610,attorney_Jan_Handzlik:0.499485,Denner_Pellegrino:0.499425,Frederick_Hafetz:0.498979,Geoffrey_Bindman:0.498969,Phil_Cherner:0.498936,D._Greenspun:0.498901,attorney_Marsh_Halberg:0.498797,Edward_Genson:0.498775,Rob_Serafinowicz:0.498733,Robert_Henak:0.498474,attorney_Roger_Synenberg:0.498186,Lynne_Bernabei:0.498025,prosector:0.497592,Bradley_Barbin:0.497109,Michael_Natola:0.496913,lawyer_Chris_Nyst:0.496775,lawyer_Plato_Cacheris:0.496535,Gregg_Lerman:0.496109,Terence_Lynam:0.495972,Joshua_Dratel:0.495863,Wayne_Sturge:0.495822,lawyer_Jonathan_Samkange:0.495776,lawyer_Erwin_Siregar:0.495695,attorney_Warren_Paboojian:0.495577,lawyer_Hotman_Paris_Hutapea:0.495501,Paul_Ackourey:0.495287,Dennis_Elisco:0.495178,Public_Defender:0.495103,Brian_Beresh:0.494981,attorney_Ron_Kuby:0.494809,Counsel:0.494698,Stephen_Scaring:0.494602,David_Zornow:0.494236,Clifford_Van_Syoc:0.494208,Joseph_Joch:0.493835
appeals_court:0.753898,appellate_court:0.727821,Judge:0.727155,court:0.697273,presiding_judge:0.674803,magistrate:0.654873,District_Judge:0.634320,appellate_judges:0.627467,judges:0.627193,jury:0.622230,Supreme_Court:0.621363,Circuit_Judge:0.614128,Superior_Court_Judge:0.600097,Judge_Shad_Connelly:0.593206,Judge_Monti_Belot:0.584515,Pinellas_Pasco_circuit:0.581945,justices:0.579480,Judge_Miriam:0.567835,Judge_Joan_Lenard:0.566579,Goldman_Cedarbaum:0.565563,McDonald_Burkman:0.564770,Court:0.564614,Appellate_Court:0.563828,Judge_Deborah_Batts:0.562299,Appeals:0.559744,Judge_Norbert_Nadel:0.559566,prosecutor:0.558829,Judge_Arthur_Tarnow:0.556719,Judge_Patrick_Dinkelacker:0.556204,Judge_Osowik:0.556186,Judge_Rebecca_Pallmeyer:0.554057,Judge_Joanna_Seybert:0.551951,Judges:0.551871,Judge_Hans_Liljeberg:0.549109,appelate:0.548522,Judge_Joseph_Augello:0.548329,Judge_Zmuda:0.548293,Ralph_Gants:0.548104,JUDGE:0.547438,Judge_Larry_Smukler:0.547201,Clevert:0.546570,Luitjen:0.546513,appellate:0.546163,Cahraman:0.546056,Judge_Edward_Sosnick:0.545192,Magistrate_Judge_Harwell:0.544716,courtroom:0.544359,Circuit_Court:0.544356,Judge_Barry_Feudale:0.542049,Judge_Leonie_Brinkema:0.541973,Judge_Richard_Cebull:0.541805,appelate_court:0.541790,Judge_Thomas_Marcelain:0.541728,Judge_Vic_VanderSchoor:0.541180,Judge_Diane_Druzinski:0.541050,Judge_George_Bakalis:0.540763,Judge_Clifford_Weckstein:0.540556,Daniele_Tremblay_Lamer:0.539974,Judge_Richard_Matsch:0.539668,Superior_Court:0.539624,Schiveley:0.539063,Circuit_Judge_Tomie:0.538577,Judge_Marcia_Cooke:0.537667,resentence:0.537621,Judge_Frank_Gaziano:0.537491,Justice_Ged_Hawco:0.537415,Tevrizian:0.537152,Prosecutor_Hank_Zavislak:0.537137,Judge_Randal_Valenciano:0.536931,Justice_Tijani_Abubakar:0.536641,Pregerson:0.535046,Cadish:0.534780,Kalokathis:0.534479,Judge_Altonaga:0.532570,Leonard_Njagi:0.532128,Baverman:0.530223,Furfure:0.529792,hero_Kastigar:0.529731,District_Judge_Dickran:0.529217,Judge_Theresa_DiMauro:0.529159,judge_Emmet_Sullivan:0.528908,Nastoff:0.528702,Judge_Freda_Wolfson:0.528597,Judge_Tomie_Green:0.528221,Judge_Ricardo_Urbina:0.528113,Judge_Richard_Sankovitz:0.527898,Bucklo:0.527493,Judy_Clendenning:0.526894,Brieant:0.526849,Marc_Nadon:0.526491,Judge_Lawrence_Piersol:0.526311,courts:0.526229,District_Court:0.526083,Judge_Fran_Gull:0.525910,Judge_Sharion_Aycock:0.525899,Judge_UW_Clemon:0.525860,Judge_Kay_Tsenin:0.525694,Harry_Pregerson:0.524889,Justice_Gregory_Carro:0.524816,Judge_Peter_Maceroni:0.524091,Judicial_Discipline_Commission:0.524060,Magistrate_Judge:0.523346,Judge_Diane_Kottmyer:0.523214,Peyton_Hyslop:0.523214,Judge_Bruce_Romanick:0.523212,Judge_Oscar_Hotusing:0.522927,Judge_Selna:0.522642,Justice_Brian_Tamberlin:0.522492,Justice_Ian_Nordheimer:0.521386,Judge_Wayne_Trockman:0.521358,Judge_Kathleen_Cardone:0.520870,Judge_Marvin_Shoob:0.520587,Judge_Claudia_Laycock:0.520561,Harvey_A._Koselka:0.520237,Judge_Crockett_Farnell:0.520137,Deatelhauser:0.519819,Judge_Stephanie_Sautner:0.519745,Justice_Luc_Martineau:0.519634,arbitrator:0.519402,Judge_Geoffrey_Neithercut:0.519359,Eagloski:0.519326,Judge_Victor_Marrero:0.519159,Pasell:0.518992,Nancy_Fuerst:0.518848,Steve_P._Leskinen:0.518285,Marcel_van_Oosten:0.517926,SUPREME_Court:0.517503,rehear_arguments:0.517484,Judge_Barbara_Zambelli:0.517436,Judge_Lawrence_Karlton:0.517421,Judge_LT_Simes:0.517300,Ceresia:0.517212,Baylson:0.516708,Towslee_Corbett:0.516630,Judge_Preska:0.516595,empanel_jury:0.516587,midlevel_appeals:0.516212,Judge_Dominick_Motto:0.516164,Judge_Stephen_Schapanski:0.515794,Colonel_Ralph_Kohlmann:0.515677,Martha_Geer:0.515274,Scheindlin_ruled:0.515138,VanderSchoor:0.515107,Justice_Leland_DeGrasse:0.515055,Judge_Elinore_Marsh_Stormer:0.514666,KOLD_News_##Judge:0.514638,Legghio:0.514584,Judge_Ingrid_Uhler:0.514519,Magistrate_Judge_Alan_Baverman:0.514389,Judge_Pamela_Dembe:0.514058,Judge_Scott_Coogler:0.514056,Justice_Alexander_Sosna:0.513964,Servitto:0.513625,resentencing:0.513589,Judge_Andrew_Ceresia:0.513575,Druzinski:0.513344,Judge_HJ_Bressler:0.513112,Pilshaw:0.513099,Judge_Deborah_Bernini:0.512963,Marschewski:0.512961,Surpreme_Court:0.512759,District_Judge_Avern:0.512668,Judge_Kimba_Wood:0.512632,Judge_Tim_Duket:0.512429,Geeker:0.512356,Judge_Jed_Rakoff:0.512275,Osowik:0.512234,Thelton_Henderson:0.512121,recusal_motion:0.512113,Judge_Tena_Campbell:0.511940,midtrial:0.511659,Tod_Kaufman:0.511383,jurors:0.511368,Judge_Kathryn_Creswell:0.511284,Judge_Gerald_Tjoflat:0.511148,Betleski:0.510996,Judge_Sara_Lioi:0.510783,Judge_Gayle_Nachtigal:0.510464,Judge_Cynthia_Imperato:0.510343,Judge_Miriam_Cedarbaum:0.510106,Superior_Court_Assignment:0.509934,Paul_M._Yatron:0.509877,9th_Judicial_Circuit:0.509150,Magistrate_Judge_Lurana_Snow:0.509070,Magistrate:0.508814,Judge_Scott_Drazewski:0.508448,Vanderburgh_Superior_Court:0.508352,Coccoma:0.508343,Judge_Martusewicz:0.508137,Garaufis:0.507707,Judge_Garritt_Howard:0.507361,Magistrate_Judge_Calvin_Botley:0.507197,Judge_Doneghy:0.507192,Bozonelis:0.507119,Len_Kachinsky:0.507079,attorney_Billy_Rork:0.507052,lawyer:0.506983,Judith_McDonald_Burkman:0.506940,Judge_Weber_McCraw:0.506724,Common_Pleas_Judge:0.506628
complaints:0.725826,lawsuit:0.628348,Complaint:0.623460,com_plaint:0.610075,allegation:0.593680,compaint:0.590486,accusation:0.569838,lodged_complaint:0.569350,countersuit:0.567686,affidavit:0.567674,allegations:0.564929,EEO_complaint:0.553498,grievance:0.545732,com_plaints:0.537224,counterclaim:0.534455,lodge_complaint:0.529826,countercomplaint:0.522237,suit:0.521664,Al_Edhari:0.521393,countersuit_claiming:0.513644,complaint_alleges:0.509254,accusations:0.508335,alleging:0.507356,petition:0.505993,filed:0.503200,complainants:0.501345,Complaints:0.499902,Warne_lodges:0.499900,complainant:0.491955,CHRO_complaint:0.491315,alleges:0.481772,objection:0.475267,filed_counterclaim:0.468789,affadavit:0.468506,indictment:0.467679,wrongful_dismissal_suit:0.467106,NY1_Shazia_Khan:0.466552,unsubstantiated_allegation:0.464419,countersuit_accusing:0.463814,First_Amended_Complaint:0.461667,warrant_affidavit:0.459638,summons:0.458673,unjust_vexation:0.458093,NY1_Jeanine_Ramirez:0.457794,DFEH:0.457493,alleged:0.456885,NY1_Amanda_Farinacci:0.455394,qui_tam_lawsuit:0.454268,lawsuit_alleging:0.453722,Cristallin:0.453099,NY1_Valarie_D'_Elia:0.452833,non_cognisable_offense:0.452473,defamation_lawsuit:0.449295,allega_tions:0.446262,defamation_suit:0.445928,retaliatory_discharge:0.445109,alledges:0.443905,wrongful_dismissal_lawsuit:0.443790,Kanawha_Magistrate_Court:0.443195,charges:0.442734,FIR_lodged:0.442266,names_ProShares_ProShare:0.441577,constructively_discharged:0.441519,plaint:0.441303,affidavits:0.440782,NY1_Susan_Jhun:0.438713,OPRA_request:0.438408,Saiful_lodged:0.438145,Frank_Gwartney:0.437682,claims:0.437371,lawsuit_alleges:0.436556,Amended_Complaint:0.436003,DeGuelle:0.435004,case:0.434517,filed_countersuit_alleging:0.433910,allege:0.433819,OPRA_requests:0.432168,NY1_Ruschell_Boone:0.431967,Holtgreve:0.431617,whistleblower_lawsuit:0.430185,letter:0.430012,resident_Andree_McLeod:0.429481,non_cognisable:0.429407,suit_alleges:0.428532,lawsuits:0.428521,incident:0.427655,patent_infringement_countersuit:0.427534,filed_countersuit:0.427178,Criminal_Complaint:0.425938,DMCA_takedown_notice:0.425480,Scrabulous_creators:0.425180,alledging:0.424988,FIR:0.424259,Ombudsman_P._Nikiforos:0.422761,injunctive_action:0.422133,replying_affidavits:0.422125,Plaintiff_Complaint:0.421967,complaintant:0.421714,NY1_Kafi_Drexel:0.420893,Marsha_Gale:0.420096,counterclaim_alleging:0.419846,Tanys_Lancaster_Jill_Patricot:0.419211,wrongful_termination_lawsuit:0.419178,whistle_blower_lawsuit:0.418962,desist_order:0.418243,request:0.418200,objections:0.417396,Black_robed_nuns:0.416890,whistleblower_retaliation:0.416810,forcible_detainer:0.416462,Hearing_PIL:0.415750,Babupurwa:0.415496,interrogatory_responses:0.415251,NY1_Grace_Rauh:0.415204,filing:0.414968,FOIA_request:0.414513,grievances:0.414464,NY1_Adam_Balkin:0.414394,ex_parte_application:0.414169,trademark_infringement_lawsuit:0.413821,physical_altercation_ensued:0.412624,disciplinary_proceedings:0.412520,Complainant:0.412424,investiation:0.411905,Third_Amended_Complaint:0.411688,severe_insomnia_Noelker:0.411470,compaints:0.411397,investigation:0.410771,supplementary_chargesheets:0.410027,counterclaims:0.409656,alleging_wrongful_termination:0.408291,neglectful_supervision:0.407059,attorney_Matthew_Nezhad:0.407035,sworn_affidavit:0.406962,Counterclaim:0.406878,Racalto_sexual_harassment:0.406514,baseless_allegations:0.405350,businesswoman_Jumana_Issa:0.404171,DMCA_takedown_notices:0.404043,Moznik:0.403551,Direct_E_Cig:0.403097,misdemeanor_citation:0.402887,Dr._Rolando_Arafiles:0.402577,counterclaims_alleging:0.401975,FOIL_request:0.401937,pleadings:0.401289,sue_Ingenix:0.401282,criminal_trespass_disorderly_conduct:0.401214,against_Critchley_Browning:0.400526,classaction_lawsuit:0.400489,malicious_prosecution:0.400457,PTD_compensation:0.400237,harassment:0.400137,lodged:0.400136,Second_Amended_Complaint:0.399811,listening_via_WebmasterRadio:0.399646,PEALS_Board:0.399508,recusal_motion:0.399373,responsive_pleadings:0.399072,Trooper_O'Roak:0.398860,seeks_declaratory_judgment:0.398680,maliciously_prosecuted:0.398590,chargesheet:0.398510,alleging_libel_slander:0.398332,declaratory_relief:0.398104,criminal:0.397854,Griders:0.397827,Balash_participated:0.397800,Dolores_Troiani:0.397722,investigtion:0.397671,habeas_corpus_writ_petition:0.396570,Khurshid_Begum:0.396355,Sudhir_Kumar_Pappu:0.396323,countersued:0.396153,sued:0.395827,Malisa_Nave:0.395446,libel_suit:0.395058,Habeas_Corpus_petition:0.394852,report:0.394822,Economic_Offence_Wing:0.394772,arrest_warrant:0.394713,citation:0.394206,unlawfully_discriminated:0.393826,wrongful_termination:0.393818,superceding_indictment:0.393472,Treppiedi:0.393307,complaining:0.392901,Rubina_Ali_estranged:0.392765,Joshua_Bushweller:0.392731,Balkenhol_wife:0.392496,suo_motto:0.392416,spokeswoman_Johnna_Hoff:0.392165,misdealing:0.391806,lawyer_Roel_Pulido:0.391502,cassation_appeal:0.391376,amicus_curiae_brief:0.391331,Sondra_Tompkins:0.391160,plantiff:0.391058,Del_Fuoco:0.390969,self_proclaimed_emir:0.390961
statutes:0.824652,law:0.676128,Statute:0.662963,OCGA_§_##-#-#:0.623530,Wis._Stat:0.622538,Statutes:0.618147,RSA_###:##:0.590487,Revised_Statutes:0.587400,OCGA_§_##-#-##:0.584893,Arkansas_Code_Annotated:0.584638,section_##-#-###:0.582749,Penal_Code_Sec:0.580894,Tort_Claims_Act:0.580313,Double_Jeopardy_Clause:0.574429,section_###.###.#:0.572556,Constitution:0.571809,Minn._Stat:0.570008,subsection_d:0.569766,statutory:0.567107,Oregon_Revised_Statutes:0.566942,GL_c:0.566826,Gen._Stat:0.564233,Limitation_Act:0.563942,§_##-###.##:0.563192,laws:0.562525,KRS_###.###:0.562069,§_#-#-###:0.559922,Revised_Code:0.559142,anti_SLAPP_statute:0.559075,AS_##.##.###:0.558678,Florida_Statute_###.###:0.558515,SLUSA:0.557912,Tennessee_Code_Annotated:0.557911,Criminal_Code:0.557784,mens_rea_element:0.556574,§_##-###:0.555895,Section_#-##-###:0.555730,§_###.###.#:0.555331,KSA_##-####:0.554363,KRS_###A.###:0.553889,Code_§_##.#-##:0.552715,Code_§_##.#-##.#:0.552481,slayer_statute:0.552155,Probate_Code:0.551678,RFRA:0.551147,Section_###.###.#:0.550766,§_####A:0.549806,AEDPA:0.549768,validly_enacted:0.549271,Wyo._Stat:0.548919,§_##-####:0.548717,Administrative_Code:0.548208,AEDPA_statute:0.545946,caselaw:0.545612,SORNA:0.544262,Statute_###.###:0.543068,Florida_Statutes:0.543024,liberally_construed:0.541203,unius_est:0.538834,PS_§:0.538702,RSMo:0.538250,####.#_subdivision:0.537926,KRS_###.####:0.537601,Arizona_Revised_Statutes:0.537311,CUTPA:0.536719,§:0.536621,ORS_###.###:0.536079,NJSA_##:##-#.#:0.535025,Code_§:0.534852,Revised_Statues:0.534441,Rooker_Feldman_doctrine:0.534091,NDCC_§_##-##-##:0.533464,Colorado_Revised_Statutes:0.533395,section_#-##-###:0.532808,IC_§_##-####:0.532777,penal_code:0.531662,parol_evidence_rule:0.531479,Evidence_Code:0.531203,§_##-##-###:0.531079,mens_rea_requirement:0.530522,Wrongful_Death_Act:0.529831,statutorily:0.529791,La.Civ.Code_art:0.529266,OCGA_§_##-#-##.#:0.529233,KSA_##-###:0.528700,dormant_Commerce_Clause:0.528698,§_##A:0.528523,Nevada_Revised_Statutes:0.527877,§_##-#-##:0.526705,RC_####.##:0.526563,ORS_###A.###:0.526374,Idaho_Code_§:0.526123,subsection_c:0.525906,Criminal_Procedure_Law:0.525719,La._RS_#:####:0.525080,habeas_statute:0.524431,Penal_Code_section:0.524319,constitution:0.523365,§_§:0.522878,NDCC_§:0.522409,FSIA:0.522016,TVPA:0.521709,§_#-##-###:0.521654,Anti_Injunction:0.521559,S_ection:0.521506,Rev._Stat:0.521408,§_##-#-###:0.521141,lenity:0.520106,###A.###:0.520032,recodified:0.520023,RSA_###:#:0.519980,NDCC_ch:0.519021,Code_§_##.#-###:0.518616,Section_##-#-##:0.518552,KRS_##.###:0.518236,Hawaii_Revised_Statutes:0.518130,facially_invalid:0.517988,La.Code_Crim.P._art:0.517898,Kentucky_Revised_Statutes:0.517754,section_###A.##:0.517489,Code_§_##.#-###.#:0.517431,§_#-###:0.517198,§_##b:0.517088,subsection_b:0.516705,OCGA_§_#-#-##:0.516488,Section_###b:0.515951,VSA_§:0.515910,overbreadth_doctrine:0.515688,Rule_#:#-#:0.515466,Pa.CS_§:0.515340,Ex_Post_Facto:0.514418,NYCHRL:0.513960,ORS_##.###:0.513612,§_##a:0.513337,RCW_##.##.###:0.513170,KRS_##A.###:0.512421,§_###A:0.512065,RCW_#.##A.###:0.512018,§_##-#-####:0.511695,Section_#-#-###:0.511659,Annotated_Code:0.511026,KRS_###.##-###:0.510745,NJSA_2A_##A:0.510636,Evid._Code_§:0.510567,Due_Process_Clause:0.510397,Res_judicata:0.510239,Uniform_Arbitration:0.510235,§_7A:0.510202,NRS_###.###:0.509898,unallotment_statute:0.509631,impermissibly_vague:0.509213,NCGS_§:0.509025,§_##-##-##:0.508815,PLRA:0.508562,Kentucky_Revised_Statute:0.508477,Section_##-#-###:0.508135,§_####e:0.508009,construing_statute:0.507710,General_Statutes_§:0.507640,exclusionary_rule:0.507336,OCGA_§_#-##-##:0.507264,FS_###.####:0.507240,Eleventh_Amendment:0.507032,FOIA_exemption:0.506941,Rape_Shield:0.506569,IC_§:0.506146,RCW_#A.##.###:0.505745,Restatement_§:0.505642,Speedy_Trial_Act:0.505511,Judicature_Act:0.505038,§_##.#-###:0.504565,Article_IX:0.504482,Racketeer_Influenced_Corrupt_Organizations:0.504427,Section_###.###_RSMo:0.504107,4th_DCA:0.504056,RC_####.##_B:0.503581,section_#-#-###:0.503099,USCA_§:0.502646,###B.##:0.502376,KAR_#:###:0.502249,Penal_Code:0.502187,MCL_###.###:0.502122,KSA_##-####_d:0.502031,OCGA_§_##-#-###:0.501616,s_ection:0.501192,penal_statutes:0.501176,Supp.:0.500813,RICO_statute:0.500749,Civil_Code:0.500633,section_###A.#:0.500524,nonstatutory:0.500317,NRS_###.####:0.499985,UCCJEA:0.499465,antenuptial_agreement:0.499366,§_###.###:0.498971,Article_VII:0.498169,OCGA_§_##-##-#:0.498118,Pa.CSA_§:0.497765,interpreting_statutes:0.497382,Hofsheier:0.497256
