client:0.804371,lawyers:0.690381,counsel:0.683157,attorney:0.634477,clients:0.590072,representation:0.535750,ethically:0.516369,defender:0.516301,firm:0.515959,advice:0.515011,competently:0.507246,unrepresented:0.488339,himself:0.481902,slick:0.478784,representing:0.478606,nonlawyer:0.478366,zealously:0.469888,attorneys:0.464257,defrocked:0.451503,ethical:0.447562,represent:0.447118,misadvises:0.447005,litigator:0.445084,advocate:0.442588,cocounsel:0.440535,zealous:0.438727,ausa:0.436226,advisor:0.436067,fpd:0.433817,prosecutor:0.431667,retainer:0.430353,ethics:0.429702,advise:0.423823,fresard:0.423607,sciolla:0.423191,professional:0.421971,nonattorney:0.421619,paralegal:0.421135,yourself:0.419218,ounsel:0.418637,nonlawyers:0.417900,unprepared:0.417471,investigator:0.417256,cmda:0.417253,confidences:0.416696,unethically:0.416540,ttorneys:0.411200,represented:0.409130,gowlings:0.408146,witness:0.407930,psychiatrist:0.407252,discip:0.403604,oids:0.402869,pleasantly:0.401262,he:0.400893,consult:0.400407,consults:0.399822,matheney:0.394200,skillful:0.388432,nicnick:0.387422,grif:0.386559,hanes:0.386178,disqualification:0.385397,inexperienced:0.385344,testify:0.385294,myself:0.385160,advising:0.384161,professionally:0.384111,him:0.383804,accountant:0.382791,referee:0.382441,disqualify:0.382425,tempts:0.381265,recusing:0.379623,lawyering:0.376926,dr:0.373871,mrpc:0.373683,litigant:0.371973,judge:0.368636,intuit:0.367733,prosecutors:0.366487,disqualified:0.366402,adviser:0.365408,volunteered:0.365396,interjected:0.365342,blaming:0.365264,seasoned:0.365118,associate:0.364804,competent:0.363209,luckier:0.362908,stiffed:0.362466,smollar:0.359573,someone:0.359572,codefendant:0.358835,disbarred:0.358750,me:0.357680,gentleman:0.356679,wccp:0.356414,lape:0.354805,interpreter:0.354272,talk:0.354263,complimented:0.352880,efense:0.352246,businessman:0.352238,ersoff:0.352129,engagement:0.352080,incompetent:0.351918,practitioner:0.349650,consulted:0.349236,hkc:0.348876,privy:0.348463,indigent:0.348019,absented:0.347970,knows:0.347315,consultant:0.347064,tactical:0.346671,nonclient:0.344406,friendship:0.343401,advised:0.343031,recross:0.341477,pandher:0.341130,trope:0.341025,misadvised:0.340863,consulting:0.340672,you:0.340318,dove:0.340317,litigators:0.340287,nonclients:0.339625,testifying:0.339129,partner:0.337992,diekhoff:0.337788,recuse:0.337348,perjure:0.336666,herself:0.336553,nonattorneys:0.335345,courtesy:0.335161,boss:0.334895,hamant:0.334048,norelus:0.333137,koste:0.332383,jailhouse:0.332373,intelligently:0.332217,practicing:0.332133,winnable:0.332052,muaja:0.331452,unbeknownst:0.331340,incompetence:0.331146,dad:0.331073,paralegals:0.331036,befriended:0.330288,hellings:0.330169,wits:0.329878,nonconsentable:0.329817,journalist:0.329552,unethical:0.328689,withdraw:0.328164,endeared:0.328036,polygraphed:0.327733,discreditable:0.327684,kathey:0.327674,confess:0.327354,broker:0.326508,maladroit:0.326300,pafe:0.326155,strategy:0.325810,entrepreneurpr:0.325624,strategic:0.325106,anyone:0.324644,flatt:0.324501,fritz:0.324422,ausas:0.323536,pastor:0.322984,oetting:0.322902,jackass:0.322867,mahnkes:0.322364,unbiasedly:0.321633,truthfully:0.320821,candor:0.320758,balgooyen:0.320746,agi:0.320138,mediator:0.319807,labored:0.319446,communicate:0.319236,layman:0.319040,boomerang:0.318816,appearances:0.318724,understands:0.318658,telephonically:0.318510,stranger:0.318340,agent:0.318251,assistant:0.317779,tough:0.317600,suborns:0.316846,his:0.316752,fianceé:0.316585,perjuring:0.316094,juror:0.315800,ineffectively:0.315605,recused:0.314984,misadvising:0.314983
judges:0.573348,court:0.561687,prosecutor:0.488343,bench:0.484175,recommendation:0.471989,jurors:0.447416,magistrates:0.446405,referee:0.443262,presiding:0.443242,jury:0.441557,hearing:0.440933,preside:0.435145,presided:0.433556,juror:0.432448,chambers:0.430028,recusal:0.423857,counsel:0.423254,trial:0.419138,bailiff:0.415722,magistrate:0.412643,transcript:0.409229,recused:0.402860,mistrial:0.397039,courtroom:0.392622,tribunal:0.384764,indicter:0.380510,recuse:0.379903,recusing:0.379443,usbe:0.376001,foreperson:0.372203,juries:0.371536,lawyer:0.368636,adjourned:0.365275,panel:0.357658,alj:0.356440,aj:0.354304,lape:0.352523,impartial:0.349817,detached:0.347837,commissioner:0.345856,demeanor:0.343297,nonjury:0.342416,pretrial:0.339582,rescript:0.339169,judgeships:0.338567,decider:0.336776,adjudicators:0.336254,bailiffs:0.334979,presciently:0.334757,sentencing:0.334351,arraignment:0.333520,codefendant:0.333310,referees:0.332782,evidentiary:0.332535,testify:0.331225,objection:0.331188,orally:0.331163,continuance:0.330262,jurist:0.329985,sidebar:0.327933,district:0.327453,bias:0.326011,extraditability:0.323453,witness:0.322591,tcca:0.322001,presides:0.321865,appearance:0.321700,ij:0.319047,objections:0.318744,impartiality:0.317657,reconvened:0.317330,slick:0.316606,factfinders:0.316569,precipitately:0.314921,georcely:0.314915,nondispositive:0.314626,veniremen:0.313189,reviewing:0.313184,proceeded:0.313019,unanimously:0.311798,allocution:0.309248,prosecutors:0.308608,accuser:0.308200,codefendants:0.307779,recommending:0.307339,arbiter:0.307097,tumey:0.306729,recommended:0.305968,hears:0.305773,listened:0.305713,competency:0.305224,disqualification:0.304636,swidrak:0.303900,ausa:0.302477,factfinding:0.302315,roasted:0.302176,misspoke:0.302132,deputy:0.302023,empanel:0.301813,findings:0.301432,motion:0.299182,reread:0.297462,admonishing:0.297278,ruling:0.297128,colloquy:0.297013,transcripts:0.296933,ferrelli:0.296659,biased:0.296404,presentence:0.296369,hear:0.295157,impropriety:0.295014,psr:0.294740,sentence:0.293387,hone:0.292765,deadlocked:0.291928,summarily:0.291788,quipped:0.290705,eve:0.290588,allord:0.289739,campbell:0.289302,credibility:0.289118,tentatively:0.288428,aljs:0.288046,mediator:0.287297,unretained:0.287197,strangely:0.286103,guertin:0.285012,televideo:0.283788,understandably:0.283744,reconsider:0.283691,retrial:0.283382,pronouncing:0.282708,prosecutorial:0.282471,stauble:0.282346,hearings:0.282142,petitioner:0.282037,backtracked:0.281939,heard:0.281862,testimony:0.281849,plea:0.280726,deliberating:0.279884,appellate:0.279475,contempt:0.279264,detective:0.279257,intradepartmental:0.279059,extemporaneous:0.279038,dispassionately:0.278838,astutely:0.278259,testifying:0.277978,arraigned:0.277536,deliberations:0.277396,evidently:0.276406,deferentially:0.275576,motions:0.274623,reassign:0.274478,calmly:0.274242,pcra:0.273997,questioning:0.273314,disqualify:0.273225,arbitrator:0.272369,impartially:0.272270,witnesses:0.272096,unprejudiced:0.271621,recommendations:0.271010,tr:0.270863,continuances:0.270801,leniency:0.270751,womack:0.270605,nmca:0.270551,chastise:0.270389,triers:0.269962,veniremembers:0.269174,ojaniit:0.269018,concocting:0.268870,warranted:0.268737,advisement:0.268716,unbiased:0.268626,him:0.268253,ablest:0.267903,sanction:0.267733,venirepersons:0.267518,guilt:0.267221,investigator:0.267161,justices:0.266028,meeb:0.266028,convene:0.265859,oath:0.265744,record:0.265451,stand:0.265172,serpent:0.264665,officer:0.264620,deserved:0.263849,arraignments:0.263753,voir:0.263017,bellwether:0.262970,evaluator:0.262867,venireperson:0.262665,pointedly:0.261880,ucfa:0.261417,settlegoode:0.261263
sac:0.693060,fac:0.677209,complaints:0.582464,pleading:0.581362,amended:0.567903,allegations:0.566583,pleadings:0.565637,lawsuit:0.558302,counterclaim:0.524657,suit:0.496473,claim:0.491866,allegation:0.476081,demurrer:0.458433,claims:0.453471,action:0.450665,defendants:0.435138,naming:0.432982,plaintiffs:0.432581,plaintiff:0.427251,phrc:0.422677,counterclaims:0.421688,fca:0.416869,allege:0.413981,fictitiously:0.413894,brait:0.413647,tac:0.413287,facc:0.411734,pcfl:0.410750,doe:0.406341,dismissal:0.401558,dfeh:0.400003,fap:0.399500,koszdin:0.397985,motion:0.397737,dismiss:0.396464,alleged:0.389915,caption:0.386113,reallege:0.384957,realleged:0.383071,indictment:0.380061,dcam:0.373629,demurred:0.371063,petition:0.369505,demurrers:0.368705,plausibly:0.367603,grievance:0.367407,idor:0.365747,retaliated:0.363422,plead:0.363362,eeo:0.362047,riccard:0.360542,count:0.359290,nonconclusory:0.357230,demurring:0.357130,relators:0.353523,lamboy:0.352854,amend:0.351861,cuiab:0.351712,abcarian:0.351352,gravamen:0.350621,realleging:0.346894,causes:0.346477,retaliation:0.346242,ittc:0.345662,leave:0.342456,moldowan:0.342419,alleges:0.341605,putative:0.341376,operative:0.341193,newcal:0.341016,hirease:0.340665,filed:0.340505,relator:0.336841,complainant:0.336328,particularity:0.334484,reasserted:0.332989,styled:0.332386,named:0.330953,grievances:0.330421,mcfatridge:0.329024,indictments:0.329024,nta:0.327558,ioaa:0.326540,nyhrl:0.324651,verified:0.322910,nysdhr:0.322093,mcad:0.322001,broam:0.321797,yaf:0.321214,nyshrl:0.319751,originally:0.318318,dismissed:0.317756,kinan:0.317628,atsi:0.317459,wrongdoings:0.317316,declaratory:0.316807,summons:0.316705,pleaded:0.316131,ukaa:0.316102,untimely:0.315424,add:0.315085,twombly:0.315058,appellees:0.314444,opposition:0.314345,realleges:0.313561,nonjoinder:0.313168,ftca:0.313116,repleading:0.312625,warriors:0.312020,argentieri:0.311045,affidavit:0.309905,rawe:0.306758,appeal:0.306341,averments:0.305704,accusation:0.305517,davaloo:0.305380,ríos:0.304994,ataa:0.304737,lawsuits:0.304724,paragraphs:0.304512,alacer:0.303322,unnamed:0.303244,subsequently:0.302902,calone:0.302411,neca:0.301999,dgh:0.301792,pde:0.301522,pleads:0.301408,icfa:0.299170,gcaea:0.298997,mink:0.298830,asserting:0.298294,filings:0.297798,defamation:0.297243,charges:0.295918,alleging:0.295650,informations:0.295596,refiled:0.294903,against:0.294224,afp:0.294222,acs:0.294023,cthl:0.293476,counts:0.292987,nied:0.292712,asserted:0.292613,second:0.292559,futility:0.291859,crms:0.291202,impleaded:0.290986,praecipe:0.290441,linkline:0.289456,declaration:0.289305,bony:0.289071,interlineation:0.288949,futile:0.288680,adea:0.288459,remn:0.288325,sdhr:0.288206,clearpack:0.288189,bivens:0.287923,spadafores:0.286437,memorandum:0.286153,kougasian:0.286129,parklane:0.285288,dismissing:0.284883,osc:0.284775,pled:0.284718,vm:0.284091,telesocial:0.283515,detainer:0.283359,charge:0.283114,abromaitis:0.282402,motions:0.282259,defamed:0.281598,discriminator:0.281585,derivatively:0.281350,ucl:0.280934,appellants:0.280794,unverified:0.280748,hcmf:0.279976,dreamscape:0.279635,beeman:0.279418,mcso:0.278939,replead:0.278924,answer:0.278905,sikkenga:0.278007,pslra:0.277357,nmscc:0.277167,ssb:0.277164,chaker:0.276708,rskco:0.276684,efendants:0.276324,ftcr:0.276219,ymus:0.276137,erf:0.275967,restated:0.275596,notice:0.275504,initially:0.275419,qcp:0.274687,efp:0.274586
statutes:0.731126,provision:0.628752,statutory:0.597145,regulation:0.576650,section:0.546472,legislation:0.531317,text:0.524833,legislature:0.515152,language:0.512638,tcpa:0.508470,provisions:0.499211,subsection:0.475409,clause:0.468070,law:0.468045,canon:0.463389,laws:0.459883,enactment:0.456708,proviso:0.444546,ordinance:0.441007,prohibitions:0.440832,phrase:0.437268,unambiguously:0.436895,sections:0.431164,repose:0.424417,prohibition:0.421455,enacting:0.419060,proscription:0.418543,congressional:0.418537,regulations:0.408694,repeal:0.406417,subsections:0.403613,enacted:0.403512,textual:0.402015,broadly:0.398333,limitation:0.398043,constitution:0.394401,definition:0.394212,act:0.389740,igra:0.389391,rule:0.386566,plainly:0.385240,expressly:0.383909,legislatively:0.381973,expansive:0.380134,c:0.378902,interpretation:0.375958,enactments:0.375107,fcra:0.374680,b:0.372212,legislative:0.371570,canons:0.370517,scheme:0.368656,federal:0.368614,ina:0.368449,congressionally:0.366991,apa:0.366136,counterpart:0.365965,fdcpa:0.361638,directive:0.359228,dppa:0.356397,literal:0.354876,stat:0.353517,aedpa:0.352288,plain:0.352141,rluipa:0.352116,unambiguous:0.348793,feca:0.346689,g:0.345931,ection:0.345270,preemptive:0.344859,narrowing:0.344360,itself:0.344227,term:0.343406,definitional:0.343031,principle:0.342564,rcra:0.342206,statutorily:0.341044,exception:0.340553,proscribing:0.340470,treaty:0.339879,vwpa:0.339808,repealing:0.339300,usury:0.339251,limitations:0.338786,criminalizing:0.336863,supersession:0.336832,ilcs:0.336362,extraterritorial:0.336100,caa:0.335745,preemption:0.334782,criminalize:0.334749,retroactivity:0.331797,context:0.330995,ffca:0.330728,catchall:0.329955,subdivision:0.329754,rcw:0.329264,borrowing:0.328982,reading:0.328657,fcua:0.326884,lenity:0.326586,vagueness:0.326446,mvra:0.325377,words:0.323352,slusa:0.322881,cercla:0.322383,doctrine:0.322165,tatutes:0.321518,sb:0.321418,h:0.320969,enact:0.320882,wording:0.320090,exemption:0.319732,prospectively:0.319679,narrowly:0.318818,d:0.318728,impliedly:0.318618,rules:0.318122,interpreting:0.317003,fdca:0.316485,harmoniously:0.316309,iirira:0.315694,explicitly:0.315567,feha:0.315007,ftca:0.315003,mvfrl:0.314836,narrower:0.314130,ieepa:0.312893,constitutions:0.312206,codification:0.311716,word:0.310845,plra:0.309847,jurisdictional:0.309383,antiattachment:0.309094,ors:0.307408,displaces:0.307174,broadening:0.306643,disjunctive:0.305676,fsia:0.305628,ats:0.304561,exceptions:0.304520,clauses:0.304397,f:0.304052,criminalized:0.303973,enacts:0.303710,superfluous:0.303175,applicable:0.303040,structure:0.302082,intent:0.301965,thus:0.301827,narrow:0.301483,cplr:0.301163,ambiguity:0.300398,nvra:0.300213,definitions:0.300186,retroactively:0.300112,antidiscrimination:0.300087,meaning:0.299867,respa:0.297062,implication:0.296418,proscribes:0.295833,ordinances:0.295013,facial:0.294925,fopa:0.294868,interpretive:0.294605,sweeping:0.294195,broader:0.293295,exemptions:0.292640,policy:0.291919,implicitly:0.291529,authoritatively:0.291437,requirement:0.291396,state:0.290690,maxim:0.290690,cppa:0.290194,repealed:0.290095,nwpa:0.289463,irca:0.289377,suits:0.288366,clarifies:0.287874,e:0.287570,enumeration:0.286762,enumerated:0.286555,preamble:0.286348,criminalizes:0.285402,strictly:0.284864,constitutional:0.284756,ambiguous:0.284517,prescribes:0.283668,regulatory:0.283182,instrument:0.282920,construction:0.282073,iccta:0.282056,ecpa:0.282043,explicit:0.281963,proscribe:0.281838,broad:0.281545,accrual:0.281028,regime:0.280818,expansively:0.280509
defendant:0.585073,defendants:0.497403,plaintiffs:0.489400,claim:0.467353,retaliation:0.465962,suit:0.447975,complaint:0.427251,lawsuit:0.426896,action:0.421000,defamation:0.406863,alleged:0.400871,asserting:0.397357,wrongful:0.391467,party:0.390352,allegedly:0.386107,successfully:0.377033,efendants:0.373576,wrongfully:0.372995,damages:0.369310,breach:0.368002,employer:0.366730,injury:0.366280,her:0.362719,prevail:0.362343,complainant:0.361966,malpractice:0.361737,prove:0.360727,recover:0.356156,dismissal:0.352406,retaliatory:0.352171,alleging:0.352109,summary:0.351126,infringement:0.350911,judgment:0.350561,putative:0.348374,suing:0.347056,counterclaim:0.344000,claiming:0.343735,discrimination:0.341278,litigant:0.339788,allege:0.336181,show:0.335803,infringer:0.334834,causation:0.329347,where:0.328901,negligently:0.328218,tortious:0.326635,against:0.326578,claimant:0.326004,nominal:0.325406,failed:0.322564,gravamen:0.320447,cause:0.317097,derivatively:0.317042,wrongdoer:0.316053,negligence:0.315282,suffered:0.313900,plead:0.313587,competitor:0.312964,allegation:0.310744,injured:0.308524,employee:0.306403,establish:0.304032,tortfeasor:0.302843,appellee:0.302843,declaratory:0.299089,insurer:0.298592,coworker:0.297996,koszdin:0.297621,ucl:0.297072,asserted:0.296913,allegations:0.296084,violation:0.295748,claims:0.294245,causal:0.293583,misrepresentation:0.293064,cognizable:0.292617,she:0.292559,sattele:0.292226,colorable:0.291939,proximately:0.291563,affirmed:0.291505,alleges:0.290935,retaliated:0.290166,showing:0.289011,actionable:0.288787,sues:0.286428,plausibly:0.285576,discriminator:0.285143,reversed:0.285112,pleads:0.284688,defending:0.284294,succeed:0.283710,seaman:0.282984,icfa:0.282103,feha:0.281904,survive:0.281825,tort:0.281678,dlir:0.280338,hre:0.279998,injuries:0.279447,opponent:0.277549,konits:0.277040,derivative:0.276893,relator:0.276849,causes:0.276824,phelan:0.276414,hostile:0.276402,theory:0.276009,efendant:0.275867,litigates:0.275602,his:0.275539,standing:0.275079,demonstrate:0.274052,negligent:0.273905,sufficient:0.273846,defamed:0.273590,prisoner:0.273209,fca:0.271684,discriminated:0.271682,fmla:0.270382,pleadings:0.269871,shareholder:0.269663,fraudulently:0.269567,alternatively:0.268897,maliciously:0.268857,malicious:0.267261,complaining:0.266929,proving:0.266108,defeat:0.266001,entitlement:0.265587,intentional:0.265513,dismissing:0.265099,reputational:0.264854,discriminatee:0.264322,irreparably:0.264303,recovery:0.264069,prevailed:0.263811,him:0.263787,najd:0.263739,decedent:0.263370,discriminatorily:0.261557,mdot:0.261218,succeeds:0.261068,municipality:0.261061,facie:0.260915,sue:0.259784,sued:0.259731,constellium:0.259562,abcarian:0.259350,malice:0.258547,viable:0.257888,loser:0.257297,manufacturer:0.257151,stockholder:0.256966,misappropriation:0.256915,seeking:0.256520,ftca:0.256446,defensively:0.255928,ldf:0.255434,lore:0.254674,iied:0.254371,pdx:0.254348,movants:0.253195,pretext:0.253077,demonstrating:0.252773,redressable:0.252533,counterclaimant:0.252289,landlord:0.252277,kashian:0.251436,amphastar:0.250845,appellant:0.250321,olaes:0.250194,parklane:0.249745,pleading:0.249659,lost:0.249574,triable:0.249537,movant:0.249243,animus:0.249174,sapcr:0.249137,baef:0.248971,prejudice:0.248424,decurtate:0.247983,ukaa:0.247845,wronged:0.247610,redress:0.246960,prematurely:0.246852,vicariously:0.246368,porters:0.246335,conversely:0.246206,requisite:0.246096,injunctive:0.244991,insufficient:0.244975,protected:0.244885,attorney:0.244636,assertedly:0.244490,harassment:0.243950,libel:0.243874,secretarya:0.243742,distress:0.243722
plaintiff:0.585073,codefendant:0.502727,prosecution:0.455627,victim:0.446222,prosecutor:0.427113,conspirator:0.421697,accomplice:0.414562,conviction:0.413591,jury:0.401042,his:0.398933,conspiracy:0.394375,uncharged:0.393268,defense:0.392448,accused:0.387830,codefendants:0.384072,him:0.382328,defendants:0.380011,coconspirator:0.376649,indictment:0.376373,knowingly:0.372503,criminally:0.366400,trial:0.365744,plea:0.362059,innocent:0.360339,murder:0.359070,predisposed:0.357201,offense:0.355399,willfully:0.354877,criminal:0.353342,himself:0.351064,government:0.347794,prove:0.342884,intentionally:0.341873,culpable:0.341859,guilt:0.341336,crime:0.335127,where:0.331608,predisposition:0.329768,murdering:0.329681,witness:0.329623,entrapment:0.328319,efendant:0.327694,perpetrator:0.327096,murderer:0.326397,acquitted:0.325470,frivolously:0.325076,conduct:0.324800,wrongdoer:0.323289,preponderance:0.320525,firearm:0.320354,guilty:0.319091,infringer:0.318315,he:0.316925,robbery:0.316799,confederates:0.315168,instigator:0.313345,robbing:0.312704,convict:0.311952,ringleader:0.311927,petitioner:0.311791,acquittal:0.311202,sentence:0.311038,personally:0.310661,counsel:0.309328,conspirators:0.309195,proven:0.308530,offender:0.307877,accomplices:0.307730,affirmed:0.307254,committing:0.305591,sentencing:0.300821,party:0.300382,ramos:0.300204,possessed:0.299941,appellant:0.299422,homicide:0.298685,kingpin:0.298658,improper:0.298009,propensity:0.297736,coconspirators:0.296971,plead:0.295922,enhancement:0.295440,affirmatively:0.293680,confession:0.290891,fraud:0.289418,arguello:0.289407,stealing:0.289179,prisoner:0.288263,conspiring:0.287369,actor:0.285462,culpability:0.285056,falsely:0.284932,tampering:0.284646,declarant:0.284248,juror:0.282769,knowing:0.282741,contrition:0.282521,felon:0.280439,violation:0.280202,possession:0.279294,decurtate:0.278600,accuser:0.277364,allegedly:0.276945,requisite:0.276734,pleads:0.276003,element:0.275018,tending:0.274998,unlawfully:0.274903,sting:0.274550,felonious:0.274546,thief:0.274503,a:0.274354,commit:0.273584,lawyer:0.272580,proved:0.272380,illegal:0.270591,stolen:0.269521,offending:0.269072,conspiratorial:0.268391,tainted:0.267804,innocence:0.267021,incriminating:0.266488,successfully:0.266479,allocution:0.265770,inculpate:0.265328,retrial:0.264731,kidnapping:0.264386,perjury:0.264311,possessing:0.263919,tended:0.263865,proving:0.263690,willful:0.263622,committed:0.263545,person:0.262901,trafficker:0.262875,fraudulently:0.262814,calone:0.262682,prejudice:0.262651,theft:0.261843,exonerate:0.261795,obstructive:0.261501,killer:0.261213,maliciously:0.260966,inculpating:0.260915,convicting:0.260837,misconduct:0.260835,judge:0.260822,bribe:0.260789,defrauding:0.260301,tornblom:0.259718,convicted:0.259533,perjured:0.259268,voluntarily:0.259193,prosecutors:0.258348,client:0.258329,enmund:0.258051,confessing:0.258004,sufficient:0.257302,wilfully:0.257187,reversed:0.257047,count:0.256708,carjacking:0.256641,showing:0.256609,counterfeit:0.256525,lesser:0.256229,illegally:0.255467,evidence:0.255229,imprisonment:0.255169,reentry:0.255017,leniency:0.254983,ensues:0.254661,culprit:0.254596,liotard:0.254194,teenager:0.253226,counts:0.252977,suppressed:0.252849,bystander:0.252660,prosecuted:0.252467,litigant:0.252326,improperly:0.252175,resentencing:0.252103,proof:0.251873,unfairly:0.251629,whoever:0.251224,motive:0.250882,sparks:0.250676,crimes:0.250588,confessed:0.250147,wit:0.250036,prejudiced:0.249568,embezzling:0.249516,policeman:0.248883,pleaded:0.248624,launders:0.248168,inculpatory:0.248127,contrite:0.247565,circumstantially:0.247527,convictions:0.247525,willock:0.247347,pled:0.246936
witnesses:0.804261,testify:0.736681,testifying:0.705251,testimony:0.681530,impeach:0.653926,impeached:0.646094,eyewitness:0.617066,elicited:0.607615,testifies:0.603928,impeachment:0.600504,eliciting:0.591225,alibi:0.590316,expert:0.585732,percipient:0.576785,accuser:0.566758,prosecutor:0.565906,rebuttal:0.561910,eyewitnesses:0.560385,recanted:0.549632,mcburroughs:0.548437,declarant:0.539322,recants:0.534407,impeaching:0.525003,recantation:0.523132,crappa:0.520135,perjurious:0.517882,truthfully:0.515986,recanting:0.515256,recant:0.511239,hypnotized:0.510873,vouch:0.510570,recollections:0.510527,rorls:0.505013,liar:0.504038,impeaches:0.500870,shooter:0.500299,codefendant:0.499283,hypnosis:0.496442,redirect:0.492669,surrebuttal:0.489701,inculpating:0.489656,subpoenaed:0.488797,refreshing:0.488030,detective:0.485072,untruthful:0.483002,perjured:0.480954,deposition:0.480856,prosecution:0.479990,inculpated:0.479753,truthfulness:0.478082,recross:0.477915,accusers:0.477296,uncalled:0.476092,believability:0.471881,corroborated:0.471025,smollar:0.469672,informant:0.469146,bolstering:0.468267,investigator:0.466101,demeanor:0.465822,incriminated:0.465425,deposed:0.464290,nondefendant:0.463821,videotaped:0.462935,refreshed:0.461522,vouching:0.461172,inculpate:0.459187,trigones:0.458535,fingered:0.456968,recollection:0.456927,believable:0.456622,panoyan:0.455608,elicit:0.455371,confession:0.455019,inculpatory:0.454419,fourmy:0.453113,testimonial:0.453072,hearsay:0.448822,cooperating:0.448059,testimonies:0.447459,confrontation:0.446803,recantations:0.446522,liars:0.444797,incriminating:0.444094,snitches:0.443545,untruthfully:0.442440,damaging:0.442048,prosecutors:0.439872,juror:0.439158,forensic:0.438268,experts:0.437410,indihar:0.436374,boatner:0.435841,deponents:0.435042,culprit:0.434272,veracity:0.433292,alibis:0.431032,handwriting:0.430936,refresh:0.430726,exculpatory:0.428711,sallins:0.428037,defense:0.426583,reinterviewed:0.426207,lied:0.426131,testified:0.425859,woodfox:0.425654,serologist:0.425135,incriminates:0.425098,quipped:0.424659,admissible:0.424336,informants:0.424166,helpfulness:0.423712,stuehringer:0.423537,vouched:0.423433,truthful:0.422771,proffer:0.422655,admissibility:0.422269,damning:0.422222,corroborate:0.422156,summation:0.419092,corroborating:0.418104,perjurous:0.417657,untruthfulness:0.417275,admission:0.415642,ballistics:0.415045,trial:0.414931,jurors:0.414675,chemist:0.414630,accomplice:0.414109,tampering:0.413176,discredit:0.412028,psychiatrist:0.411955,hypnotizing:0.411641,impeachable:0.411618,firsthand:0.411580,confessed:0.411248,introduce:0.410594,tyreese:0.409951,himself:0.408184,lawyer:0.407930,taped:0.407444,sworn:0.406520,ausa:0.405901,suborned:0.405796,counsel:0.405608,turley:0.405030,recollect:0.403712,murderer:0.403482,reglos:0.402491,serology:0.402160,assailant:0.402159,reliability:0.401791,lay:0.400869,evid:0.400839,bailiff:0.400232,disbelieved:0.398722,questioning:0.398703,cooperator:0.397961,shooters:0.397457,tyrone:0.397388,attacker:0.396630,inadmissable:0.396222,introduced:0.395473,hypnotically:0.395292,nonhearsay:0.395164,hypnotic:0.395109,perpetrator:0.394793,interview:0.394092,acquaintance:0.393270,recalled:0.392209,spatter:0.391661,uncorroborated:0.391630,deponent:0.390687,perjurer:0.390600,jailhouse:0.389386,accused:0.388983,credibility:0.388711,jm:0.388647,quinones:0.388104,besore:0.387720,detectives:0.387652,rogensues:0.387574,affiants:0.387516,admitted:0.387513,oath:0.387190,incriminate:0.387030,polygraph:0.386429,corroborates:0.386183,grand:0.385721,admit:0.385672,unreliability:0.384837,horzepa:0.384666,courtroom:0.384317,killer:0.384291,nimely:0.384167,unavailability:0.383693,bobbing:0.383520,dejose:0.383490,hanes:0.383305,perrino:0.382614
